,data_index,title,cluster
406,406,Reliable Strategies To Help Your Business Handle a PR Crisis,0
407,407,Take This Quiz And We'll Tell You How Good You Are At Spotting Fake News,0
408,408,it’s a bad way for airlines to do business,2
409,409,This Trump Policy Will Be a Disaster,0
410,410,Mums anger as airline loses 12 weeks of breastmilk,0
411,411,"You may not know Michael Anton’s name — but if you’re resisting Trump and Bannon, you’re resisting him, too",0
412,412,Spotting Trends in the PR Industry,0
413,413,Do officers have the right to forcibly remove passengers?,0
414,414,Sample Paper on Sweatshop Labor,0
415,415,Final Words of a United Flight 175 Passenger to His Wife on 9/11 Will Live on in Powerful Recording,0
416,416,Severe180.com -The Habitual Writers Agency,0
417,417,14 New Apps Featuring Your Favorite Brands Now on Fitbit Ionic,0
418,418,18 Tweets Trashing the Nosediving United Airlines,2
419,419,The Importance of Social Media in Today's Marketing World,0
420,420,You can get kicked off a flight for smelling bad,0
421,421,8 Stories Of Vacation Sex Gone Horribly Wrong,0
422,422,Take This Quiz And We'll Tell You How Good You Are At Spotting Fake News,0
423,423,How to Fly Private and What It Costs,0
424,424,New customer for AAR in Duluth,0
425,425,Mom Who Says Baby Overheated on United Plane,0
426,426,"These are the airlines with the worst service, according to customer survey",0
427,427,Woman Claims United Airlines Killed Her Dog,0
428,428,13 Golden Rules Of PR Crisis Management,0
429,429,49 Ecommerce Creative Marketing Tips (That Work),0
430,430,Woman blames airline for death of her beloved dog • Pet Rescue Report,0
431,431,What To Do When You Have an Overbooked Flight,0
432,432,Delta and WestJet propose joint business for cross-border flights,1
433,433,Long-buried photos dug up from archive grave,0
434,434,United Takes Away Online Check-In From Some Basic Economy Travelers,2
435,435,EWR Real-Time Data Taxi Top,0
436,436,Destinations that work perfectly together,0
437,437,The 18 Most Valuable Tweets of All Time and How They Affected the Bottom Line,0
438,438,Why Hidden City Ticketing Really Is Too Good to Be True,2
439,439,Amazing Palau: Adrenaline Diving at Its Best,0
440,440,California family booted from Delta Air Lines flight after refusing to give up son's seat,1
441,441,"How To Get Free Flights, Travel Perks And More",2
442,442,20 Families Got Jobs in Trump Administration,0
443,443,Save Money on a Hotel Stay Near Disneyland With These Points!,8
444,444,Mike Pence Tears Up Remembering Flight 93 Heroes,0
445,445,This Woman Tells Us What It’s Actually Like to Be a Flight Attendant,0
446,446,"Big Pimpin', Former United Airlines Pilot Gets Probation And A Fine For Running A Houston Brothel Empire",0
447,447,Can You Still Use the Lounge When Flying on a Different Airline?,0
448,448,Expect more A.I. in Apple's iOS enterprise future,0
449,449,Pathetic: United's CEO Makes The Denied Boarding Fiasco Even Worse,2
450,450,Hold My Beer: March for Science Defends ISIS as 'Marginalized People',0
451,451,Rumor: Is the MQD Waiver for the Delta SkyMiles Card Ending Next Year?,1
452,452,Rock Star Puppies Roll Through Newark Airport,4
453,453,Guide on Booking Aeroplan Awards Without Fuel Surcharges,3
454,454,SEC Branch Chief Violates Agency's Code of Ethics,0
455,455,WestJet to form joint venture with Delta as it pursues ultra-low cost carrier launch,0
456,456,Keep Air Canada Aeroplan Miles From Expiring With This Crazy Simple Promo,3
457,457,New Footage Reveals What Happened Before David Dao Was Dragged Off United Air Flight,0
458,458,"Airlines Add Flights, Cap Fares Out Of Florida... Except United?",2
459,459,Here's who should get the armrest on flights,0
460,460,Flying With an Infant? Here's How to Hack the Experience,0
461,461,"Video Of Ben Carson Stuck In Low Income Housing Elevator Surfaces, Twitter Goes Crazy",0
462,462,Sean Spicer's Mess Up Sets Internet Ablaze!,0
463,463,12 Smart Things You Can Do Right Now To Put Your Brand On Track,0
464,464,Can you build a faster RTW??,0
465,465,The Rules United and Other Airlines Don't Want You to Know,0
466,466,Know When It Makes Sense to Book Flights & Hotel Stays Through an Online Travel Agency,0
467,467,The country airlines hate flying to,0
468,468,"If you're called Sydney or Houston, you might win a fabulous holiday to your namesake city",0
469,469,More Chilling Details: The Close Call At SFO Keeps Getting Closer,3
470,470,These Airlines Have the Best Customer Satisfaction Rate in North America!,0
471,471,Fiji Airways shines with Los Angeles flights under $800 return,0
472,472,Flight Delays & Cancellations? What to Do,0
473,473,"Route Finder: Sydney-Osaka, Taipei-Wuxi, Chicago and Toronto-Dusseldorf",0
474,474,"New Flying Blue Promo Awards! Fly From the US and Canada to Europe for 13,000+ Miles Less!",0
475,475,Here Are the Top 6 Card Offers Y'all Are Eyeing Next!,8
476,476,200 people jumped from the Twin Towers on 9/11. This is what it felt like to watch from the street below,0
477,477,Frequent Flyers Can Get Free Flights on Private Jets With This Deal!,0
478,478,Virgin Australia launches direct Melbourne to Los Angeles flights,0
479,479,Where Does Shea Moisture Go From Here?,0
480,480,British Airways face UK CAA probe after dementia sufferer is bumped off flight,0
481,481,Allegiant's hotel play: Sunseeker Resorts,0
482,482,How Much Airfare Can You Get With the JetBlue Cards?,8
483,483,Ultimate Guide to Air Canada Aeroplan Miles: Part 1,3
484,484,When Does It Make Sense to Use Your Points for Flights?,8
485,485,United Airlines and Reputation Risk,2
486,486,Step-by-Step Guide: How to Redeem United MileagePlus Miles for Award Flights,8
487,487,"Wow! Up to 30,000 Bonus Miles per Hotel NIGHT With This Promotion",3
488,488,The Easiest Points You'll Ever Earn!,0
489,489,"Charlottesville Judge Charges Victim of Racist Attack with Felony, Video Exposes the Truth",0
490,490,Goldman Sachs and Bank of America — What you need to know in markets on Tuesday,0
491,491,Watch Out for Seriously Cheap Flights to Hawaii,0
492,492,Five Ways I’m Enjoying My New Marriott Platinum Status,0
493,493,Southwest's first Panasonic connected plane is flying,0
494,494,7 Creative Ways to Use Social Media for PR,0
495,495,Seattle joins the Aer Linugs route map,0
496,496,The Most Loved And Hated CEOs In America,0
497,497,Trump's Militarism and What It Means for America,0
498,498,5 Alexa skills to try this week – 9/10/17,0
499,499,6 Flight Booking Apps That Could Save You Money,0
500,500,A Current Ranking Of The Longest Airline Flights In The World,0
501,501,Doctor Forcibly Removed From United Center in Chicago,0
502,502,American Airlines is going to fly to Iceland from next summer,0
503,503,Part 2 – Step-By-Step Guide to Opening an Account,3
504,504,Hilton Honors Double Dipping & Airline Partners?,0
505,505,Singapore Airlines KrisFlyer Devalues Award Chart on Thursday,0
506,506,Would you be interested in a Capital One premium card?,8
507,507,How Late Can You Claim Your Miles?,8
508,508,Marriott Rewards Gold & Platinum Fast Track Offers (Status Through 2019),0
509,509,Earn 10% Back (10X Points) on Hotels and Car Rentals With This Card,8
510,510,"Man arrested for biting attendant, leaping from plane",0
511,511,These Simple Tricks Will Make You an Expert United Airlines Award Booker!,2
512,512,Vancouver flights from $913 return with Air Canada,3
513,513,"""What I'd Do With This 80,000 Point Bonus""",8
514,514,Here's an Easy Way to Earn 500 Free Airline Miles,8
515,515,Rule the Media with This Influencer Marketing Strategy,0
516,516,"Do You Prefer $2,400+ of Luxury Travel or Easy $1,000 in Flights?",8
517,517,"“I Have 200,000 Ultimate Rewards Points. What Should I Do With Them?” Reader Question",8
518,518,"Man in red Trump hat disrupts Shanghai flight to U.S., triggers chants of 'Lock him up'",0
519,519,"Woman Tells Airline To Remove Dogs On Board. Moments Later, Cops Drag HER Off Plane Instead",0
520,520,Why People are Skeptical of Your Diabetes Service Dog,0
521,521,Your Mother’s Maiden Name Is Not a Secret,0
522,522,Your Rights With Airlines,2
523,523,"Delta Just Paid $4,000 To Bump a Passenger. Here's the Ridiculous Reason Why",1
524,524,This “Deal” Is for Suckers!,0
525,525,Why I’m Not Nabbing United MileagePlus 50K Offer,8
526,526,[Expired] 20% back at HP; stack with $75 back on $350,0
527,527,Beware! American Airlines Now Selling VERY Restrictive Fares on Select Routes,2
528,528,United Passenger Sheila Jackson Lee Accused of Racism Is Spanish Teacher — That's Not the Best Part,0
529,529,World’s Top 10 Most Successful Logo Designers,0
530,530,How To Tell If Your Leader Is Ruining Employee Retention,0
531,531,"Customer Experience News #60: CX Crisis Management, Blame the Boss, Rethinking Competition and Synchronicity",0
532,532,Why Executives Should Learn Design Thinking,0
533,533,"Boston to Monterrey, Mexico for $167 round trip, United Airlines",0
534,534,What to do when your travel plans are stuffed up,0
535,535,Are Some Planes Better Than Others?,0
536,536,President Trump’s “religious liberty” executive order doesn’t really do anything for religious liberty,0
537,537,Practical Strategies for Smart Content Creators,0
538,538,The Most Popular Airline Credit Card of 2017,8
539,539,Let’s Fully Deregulate the Airline Industry,0
540,540,'I’m not going to sit here and watch this',0
541,541,Leader to Leader Interviews with Summer Squad by Bridget Murphy,0
542,542,"“Here’s Why I Just Signed-Up My Husband for the Chase Ink Business Preferred""",8
543,543,"Better Than Great, Good",0
544,544,Who Is the MileagePlus GO Visa Prepaid Card Good For?,8
545,545,American Airlines in second PR disaster in a month,0
546,546,"Devoted Father Raises More Than $50,000 for Team Momentum",0
547,547,Daily Mail Coverage of United Airlines Incident,0
548,548,A Simple Way to Ease the Pain of Airline Overbooking,0
549,549,'The Beaster Bunny' Is The Sh*t Horror Movie For Easter 2017,0
550,550,Say Goodbye To Seat-Back TVs On These Flights,0
551,551,November 18 Making the Friendly Sky Better,0
552,552,"Local mompreneurs share their secrets about juggling family, owning a business",0
553,553,Putting the glamour back into flying,0
554,554,An Alternative Available to All Americans,0
555,555,"Gifts For The Travel, Wine, And Coffee Lovers In Your Life",0
556,556,Passenger in Infamous United Airlines Video Was an Accomplished Pre-1975 Musician in Saigon,2
557,557,He Was Dragged Off A Flight And Bloodied All Because This Airline Overbooked,0
558,558,Is Air Rage a Symptom of a Deeper Air Travel Malaise?,3
559,559,Bummer! You Won't Be Able to Transfer Your Citi ThankYou Points to This Hotel Much Longer,8
560,560,"SFO/SJC to Barcelona $537 AA-UA April-May, Aug-Oct 2017 – Loyalty Traveler",0
561,561,No charter? No problem. New England Patriots own their own planes now.,1
562,562,"A Visit to Houston, Texas",0
563,563,Citi Adds Another (Valuable!) Airline Transfer Partner,0
564,564,"“What I’d Do With This Card's 80,000 Point Bonus”",8
565,565,How to Book Award Travel with Avianca LifeMiles,0
566,566,"Mesothelioma Survivor, Navy Veteran Triumphs Over Cancer",0
567,567,"Choice Privileges Buy Points 30% Discount November 13 – 17, 2017 (Cheap Way To Buy United Miles!)",8
568,568,How to Transfer Membership Rewards Points,8
569,569,UTA Official Named to Committee on Economic and Social Sustainability for Airports by the National Transportation Research Board,0
570,570,The Newest Workplace Trend To Boost Morale,0
571,571,The Alaska Airlines 737-400 Combi,0
572,572,30% Bonus Membership Rewards when Transferring to Virgin Atlantic,8
573,573,"Meridiana makes New York, Miami moves",0
574,574,"Buying 50,000 Marriott Rewards Points Yearly (Just Did For 2017)",8
575,575,"Route Finder: Mauritius-Amsterdam, Shenzhen-Moscow, London-Chicago",0
576,576,Medical supplies heading to Puerto Rico “con amor”,0
577,577,San Jose SJC to Stockholm $439 United August dates – Loyalty Traveler,0
578,578,Our Favorite Tricks for Big Travel With Small Money!,0
579,579,Fantastic Spending Promotion for AMEX Starwood Cardholders!,0
580,580,Mostly Negative Changes Coming to Singapore Airlines' Award Program,2
581,581,How to Find The Best Airfare To Your Destination,0
582,582,"Airbus takes hits from Alaska, United",0
583,583,3X Miles for Airbnb Stays This Fall,8
584,584,Analysis: Boeing vs. Airbus in 2016,0
585,585,You could be paying 6X more for your flight than your seatmate,0
586,586,"Here's Why Delta's Response to Ann Coulter Was Perfect, According to PR Experts",1
587,587,A Great Rewards Card For Occasional Fliers,8
588,588,How Long Does It Take to Change Terminals at LAX?,0
589,589,‘Grand Theft Auto V’ is helping driverless cars learn how to drive,0
590,590,5 ways to use Google Trends for work,0
591,591,A Hug on September 11th,0
592,592,Hospital exec saves heart attack patient on cross-country flight,0
593,593,New Yorker cover depicts James Comey getting dragged out of plane by Jeff Sessions — with Trump looking on,0
594,594,"Brian ""Boddaker"" Carter's The Rose",0
595,595,Top 5 tips for saving money when you work for yourself,0
596,596,Delta passenger was kicked off a plane for using the bathroom (Video),1
597,597,Seriously! United flies Boeing 747 SFO-LAX,2
598,598,"NDP, Transgender Community Urge Federal Government To Change Travel Regulations",0
599,599,Gogglebox Sisters Make Crass Remarks About United Airlines Incident,0
600,600,"Earn 120,000 Hotel Points With This New Offer!",8
601,601,PR professionals laud Tony Fernandes for defending AirAsia pilot,0
602,602,Chicago to Copenhagen Just $309 RT on United,0
603,603,"Over 1,000 tourists stranded at airport over massive travel scam",4
604,604,"Make America Friendly Again, Advises CEO of Chinese Travel Giant",0
605,605,On Indulgences and Carbon Offsets,0
606,606,"United Airlines Daily Nonstop Flight Between Houston – Sydney Begins January 18, 2018",2
607,607,"Spicer says Hitler didn't use chemical weapons, Twitter differs",0
608,608,Empathy Is An Essential Leadership Skill -- And There's Nothing Soft About It,0
609,609,A New United MileagePlus Prepaid Card Is Being Introduced This Summer,8
610,610,Lufthansa's Loyalty Program Is Switching the Way You Earn Miles for Flights,8
611,611,Chrissy Teigen's LA-Tokyo flight turns back after passenger 'boards with wrong ticket',0
612,612,United Airlines Hong Kong to Detroit $440 ECONOMY CLASS (Round Trip),0
613,613,Stocks Close Up with Strong Technology Sector Gains,0
614,614,Which Airline Partner to Select When Booking a Marriott Hotel + Air Package?,3
615,615,How To Avoid The Middle Seat On An Airplane,0
616,616,"""Act On the 80% of Deals That Take the Least Amount of Time and Let Other Opportunities Go""",0
617,617,"Luis Guzman, Flavor Flav and Maurice Benard join Cross Cultural Filmmaking Collaborations Panel at Hispanicize L.A.",0
